Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,WMA
2000-01-03,23.657616,23.657616,23.657616,23.657616,21.800558,319.0,,,
2000-01-04,23.657616,23.657616,23.657616,23.657616,21.800558,745.0,,,
2000-01-05,23.657616,23.657616,23.657616,23.657616,21.800558,745.0,,,
2000-01-06,23.657616,23.657616,23.657616,23.657616,21.800558,4615.0,,,
2000-01-07,23.657616,23.657616,23.657616,23.657616,21.800558,35.0,,,
2000-01-10,23.657616,23.657616,23.657616,23.657616,21.800558,4260.0,,,
2000-01-11,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,
2000-01-12,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,
2000-01-13,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,
2000-01-14,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,
2000-01-17,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,
2000-01-18,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,
2000-01-19,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,
2000-01-20,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-01-21,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-01-24,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-01-25,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-01-26,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-01-27,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-01-28,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-01-31,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-02-01,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-02-02,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-02-03,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-02-04,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-02-07,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-02-08,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-02-09,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-02-10,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-02-11,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-02-14,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-02-15,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-02-16,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-02-17,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-02-18,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-02-21,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-02-22,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-02-23,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-02-24,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-02-25,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-02-28,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-02-29,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-03-01,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-03-02,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-03-03,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-03-06,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-03-07,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-03-08,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-03-09,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-03-10,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-03-13,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-03-14,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-03-15,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-03-16,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-03-17,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-03-20,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-03-21,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-03-22,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-03-23,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-03-24,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-03-27,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-03-28,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-03-29,23.657616,23.657616,23.657616,23.657616,21.800558,0.0,,,23.657616
2000-03-30,23.657616,23.657616,23.516796,23.516796,21.670792,71.0,,,23.647557428571428
2000-03-31,23.516796,23.516796,23.516796,23.516796,21.670792,0.0,,,23.637498857142855
2000-04-03,23.516796,23.516796,23.516796,23.516796,21.670792,0.0,,,23.627440285714282
2000-04-04,23.516796,23.516796,23.516796,23.516796,21.670792,0.0,,,23.617381714285717
2000-04-05,23.516796,23.516796,23.516796,23.516796,21.670792,0.0,,,23.607323142857144
2000-04-06,23.516796,23.516796,23.516796,23.516796,21.670792,0.0,,,23.59726457142857
2000-04-07,23.516796,23.516796,23.516796,23.516796,21.670792,0.0,,,23.587206
2000-04-10,23.516796,23.516796,23.516796,23.516796,21.670792,35.0,,,23.57714742857143
2000-04-11,23.516796,23.516796,23.516796,23.516796,21.670792,0.0,,,23.567088857142856
2000-04-12,23.516796,23.516796,23.516796,23.516796,21.670792,0.0,,,23.557030285714283
2000-04-13,23.516796,23.516796,23.516796,23.516796,21.670792,0.0,,,23.546971714285714
2000-04-14,26.755636,26.755636,26.755636,26.755636,24.655392,35.0,,,23.768258857142857
2000-04-17,26.755636,26.755636,26.755636,26.755636,24.655392,0.0,,,23.989545999999997
2000-04-18,26.755636,26.755636,26.755636,26.755636,24.655392,0.0,,,24.210833142857144
2000-04-19,26.755636,26.755636,26.755636,26.755636,24.655392,0.0,,,24.44217885714286
2000-04-20,26.755636,26.755636,26.755636,26.755636,24.655392,0.0,,,24.673524571428572
2000-04-21,26.755636,26.755636,26.755636,26.755636,24.655392,0.0,,,24.904870285714285
2000-04-24,26.755636,26.755636,26.755636,26.755636,24.655392,0.0,,,25.136215999999997
2000-04-25,26.755636,26.755636,26.755636,26.755636,24.655392,0.0,,,25.367561714285717
2000-04-26,26.755636,26.755636,26.755636,26.755636,24.655392,0.0,,,25.59890742857143
2000-04-27,26.755636,26.755636,26.755636,26.755636,24.655392,0.0,,,25.830253142857142
2000-04-28,26.755636,26.755636,26.755636,26.755636,24.655392,0.0,,,26.061598857142858
2000-05-01,26.755636,26.755636,26.755636,26.755636,24.655392,0.0,,,26.29294457142857
2000-05-02,26.755636,26.755636,26.755636,26.755636,24.655392,0.0,,,26.524290285714283
2000-05-03,26.755636,26.755636,26.755636,26.755636,24.655392,0.0,,,26.755636
2000-05-04,26.755636,26.755636,26.755636,26.755636,24.655392,0.0,,,26.755636
2000-05-05,26.755636,26.755636,26.755636,26.755636,24.655392,0.0,,,26.755636
2000-05-08,26.755636,26.755636,26.755636,26.755636,24.655392,0.0,,,26.755636
2000-05-09,26.755636,26.755636,26.755636,26.755636,24.655392,0.0,,,26.755636
2000-05-10,26.755636,26.755636,26.755636,26.755636,24.655392,0.0,,,26.755636
2000-05-11,26.755636,26.755636,26.755636,26.755636,24.655392,0.0,,,26.755636
2000-05-12,21.995951,21.995951,21.995951,21.995951,20.269329,35.0,,,26.4156585
2000-05-15,21.995951,21.995951,21.995951,21.995951,20.269329,0.0,,,26.075681
2000-05-16,21.995951,21.995951,21.995951,21.995951,20.269329,0.0,,,25.7357035
2000-05-17,21.995951,21.995951,21.995951,21.995951,20.269329,0.0,,,25.395726
2000-05-18,21.995951,21.995951,21.995951,21.995951,20.269329,0.0,,,25.0557485
2000-05-19,21.995951,21.995951,21.995951,21.995951,20.269329,0.0,,,24.715771
2000-05-22,21.995951,21.995951,21.995951,21.995951,20.269329,0.0,,,24.375793500000004
2000-05-23,21.995951,21.995951,21.995951,21.995951,20.269329,0.0,,,24.035816
2000-05-24,28.163828,28.163828,28.163828,28.163828,25.953043,71.0,,,24.136401142857146
2000-05-25,28.163828,28.163828,28.163828,28.163828,25.953043,0.0,,,24.236986285714288
2000-05-26,28.163828,28.163828,28.163828,28.163828,25.953043,0.0,,,24.33757142857143
2000-05-29,28.163828,28.163828,28.163828,28.163828,25.953043,0.0,,,24.43815657142857
2000-05-30,28.163828,28.163828,28.163828,28.163828,25.953043,0.0,,,24.538741714285717
2000-05-31,28.163828,28.163828,28.163828,28.163828,25.953043,0.0,,,24.639326857142855
2000-06-01,28.163828,28.163828,28.163828,28.163828,25.953043,0.0,,,25.0798895
2000-06-02,28.163828,28.163828,28.163828,28.163828,25.953043,0.0,,,25.520452142857145
2000-06-05,36.612976,36.612976,36.612976,36.612976,33.73896,35.0,,,26.56452535714286
2000-06-06,36.612976,36.612976,36.612976,36.612976,33.73896,0.0,,,27.608598571428576
2000-06-07,36.612976,36.612976,36.612976,36.612976,33.73896,0.0,,,28.65267178571429
2000-06-08,36.612976,36.612976,36.612976,36.612976,33.73896,0.0,,,29.696744999999996
2000-06-09,36.612976,36.612976,36.612976,36.612976,33.73896,0.0,,,30.740818214285714
2000-06-12,36.612976,36.612976,36.612976,36.612976,33.73896,0.0,,,31.784891428571427
2000-06-13,36.612976,36.612976,36.612976,36.612976,33.73896,0.0,,,32.388402
2000-06-14,36.612976,36.612976,36.612976,36.612976,33.73896,0.0,,,32.99191257142858
2000-06-15,47.87851,47.87851,47.87851,47.87851,44.120178,35.0,,,34.40010414285714
2000-06-16,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,35.80829571428571
2000-06-19,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,37.21648728571429
2000-06-20,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,38.624678857142854
2000-06-21,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,40.03287042857143
2000-06-22,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,41.441061999999995
2000-06-23,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,42.245743
2000-06-26,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,43.050424
2000-06-27,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,43.855104999999995
2000-06-28,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,44.659786
2000-06-29,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,45.464467
2000-06-30,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,46.269147999999994
2000-07-03,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.073828999999996
2000-07-04,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-07-05,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-07-06,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-07-07,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-07-10,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-07-11,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-07-12,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-07-13,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-07-14,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-07-17,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-07-18,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-07-19,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-07-20,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-07-21,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-07-24,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-07-25,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-07-26,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-07-27,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-07-28,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-07-31,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-08-01,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-08-02,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-08-03,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-08-04,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-08-07,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-08-08,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-08-09,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-08-10,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-08-11,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-08-14,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-08-15,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-08-16,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-08-17,47.87851,47.87851,47.87851,47.87851,44.120178,0.0,,,47.87851
2000-08-18,47.59687,47.59687,47.59687,47.59687,43.860645,142.0,,,47.85839285714285
2000-08-21,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.838275714285714
2000-08-22,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.81815857142857
2000-08-23,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.79804142857143
2000-08-24,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.777924285714285
2000-08-25,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.757807142857146
2000-08-28,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.73769
2000-08-29,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.717572857142855
2000-08-30,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.69745571428572
2000-08-31,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.67733857142857
2000-09-01,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.657221428571425
2000-09-04,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.637104285714294
2000-09-05,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.61698714285715
2000-09-06,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.59687
2000-09-07,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.59687
2000-09-08,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.59687
2000-09-11,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.59687
2000-09-12,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.59687
2000-09-13,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.59687
2000-09-14,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.59687
2000-09-15,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.59687
2000-09-18,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.59687
2000-09-19,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.59687
2000-09-20,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.59687
2000-09-21,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.59687
2000-09-22,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.59687
2000-09-25,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.59687
2000-09-26,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.59687
2000-09-27,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.59687
2000-09-28,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.59687
2000-09-29,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.59687
2000-10-02,47.59687,47.59687,47.59687,47.59687,43.860645,0.0,,,47.59687
2000-10-03,50.694893,50.694893,50.694893,50.694893,46.715488,35.0,,,47.81815735714286
2000-10-04,50.694893,50.694893,50.694893,50.694893,46.715488,0.0,,,48.039444714285715
2000-10-05,50.694893,50.694893,50.694893,50.694893,46.715488,0.0,,,48.26073207142857
2000-10-06,50.694893,50.694893,50.694893,50.694893,46.715488,0.0,,,48.482019428571434
2000-10-09,50.694893,50.694893,50.694893,50.694893,46.715488,0.0,,,48.70330678571429
2000-10-10,50.694893,50.694893,50.694893,50.694893,46.715488,0.0,,,48.924594142857146
2000-10-11,50.694893,50.694893,50.694893,50.694893,46.715488,0.0,,,49.145881499999994
2000-10-12,50.694893,50.694893,50.694893,50.694893,46.715488,0.0,,,49.36716885714286
2000-10-13,50.694893,50.694893,50.694893,50.694893,46.715488,0.0,,,49.58845621428572
2000-10-16,50.694893,50.694893,50.694893,50.694893,46.715488,0.0,,,49.80974357142857
2000-10-17,50.694893,50.694893,50.694893,50.694893,46.715488,0.0,,,50.03103092857143
2000-10-18,50.694893,50.694893,50.694893,50.694893,46.715488,0.0,,,50.25231828571429
2000-10-19,50.694893,50.694893,50.694893,50.694893,46.715488,0.0,,,50.47360564285714
2000-10-20,50.694893,50.694893,50.694893,50.694893,46.715488,0.0,,,50.694893
